1	0	-0.07	0.19	-9.30	-0.01	-0.00	-0.02	0.00	0.00	0.00	26.53
1	1	0.16	0.18	-9.27	-0.01	0.00	-0.02	-78.00	-215.62	168.56	26.48
1	1	0.13	0.18	-9.36	-0.01	0.01	-0.02	-78.71	-209.25	184.58	26.51
1	0	0.17	0.20	-9.26	-0.02	0.01	-0.01	-78.71	-209.25	184.58	26.51
1	0	0.11	0.20	-9.28	-0.02	0.00	-0.02	-78.71	-209.25	184.58	26.48
1	0	0.09	0.15	-9.27	-0.02	0.00	-0.02	-78.71	-209.25	184.58	26.48
1	0	-0.12	0.17	-9.33	-0.01	0.01	-0.02	-78.71	-209.25	184.58	26.47
1	1	-0.16	0.15	-9.28	-0.01	0.01	-0.02	-77.30	-217.39	169.93	26.48
1	0	-0.01	0.16	-9.25	-0.02	0.01	-0.01	-77.30	-217.39	169.93	26.46
1	0	-0.02	0.20	-9.27	-0.02	0.00	-0.02	-77.30	-217.39	169.93	26.49
1	0	0.02	0.16	-9.27	-0.02	0.00	-0.02	-77.30	-217.39	169.93	26.49
1	0	-0.08	0.16	-9.28	-0.02	0.01	-0.02	-77.30	-217.39	169.93	26.49
1	0	-0.04	0.19	-9.31	-0.02	0.00	-0.01	-77.30	-217.39	169.93	26.47
1	0	-0.06	0.14	-9.30	-0.02	0.00	-0.01	-77.30	-217.39	169.93	26.49
1	0	-0.04	0.15	-9.32	-0.01	0.01	-0.02	-77.30	-217.39	169.93	26.49
1	0	-0.10	0.14	-9.22	-0.02	0.00	-0.02	-77.30	-217.39	169.93	26.47
1	1	-0.02	0.13	-9.24	-0.01	0.01	-0.01	-75.71	-211.55	183.73	26.48
1	1	-0.05	0.18	-9.26	-0.01	0.00	-0.02	-74.64	-212.26	183.05	26.51
1	0	-0.05	0.11	-9.26	-0.02	0.00	-0.02	-73.76	-212.08	183.90	26.48
1	0	-0.00	0.16	-9.30	-0.02	0.01	-0.02	-73.76	-212.08	183.90	26.48
1	0	-0.02	0.17	-9.33	-0.01	0.00	-0.02	-73.76	-212.08	183.90	26.48
1	0	-0.04	0.15	-9.28	-0.02	0.00	-0.02	-73.76	-212.08	183.90	26.47
1	0	-0.04	0.13	-9.30	-0.01	0.00	-0.02	-73.76	-212.08	183.90	26.48
1	0	-0.06	0.11	-9.27	-0.02	0.00	-0.01	-73.76	-212.08	183.90	26.46
1	0	-0.00	0.14	-9.25	-0.01	0.01	-0.01	-73.76	-212.08	183.90	26.47
1	0	-0.00	0.12	-9.29	-0.02	0.00	-0.02	-73.76	-212.08	183.90	26.45
1	0	-0.05	0.09	-9.28	-0.01	0.00	-0.01	-73.76	-212.08	183.90	26.46
1	0	-0.09	0.10	-9.28	-0.01	0.00	-0.02	-73.76	-212.08	183.90	26.46
1	0	0.01	0.10	-9.25	-0.01	0.00	-0.01	-72.52	-214.38	184.07	26.46
1	1	-0.01	0.11	-9.28	-0.01	0.01	-0.01	-70.58	-214.20	182.88	26.45
1	1	0.01	0.10	-9.26	-0.02	0.01	-0.02	-71.99	-214.56	183.56	26.47
1	0	-0.04	0.10	-9.26	-0.01	0.00	-0.01	-71.99	-214.56	183.56	26.46
1	0	-0.10	0.10	-9.25	-0.02	0.00	-0.02	-71.99	-214.56	183.56	26.44
1	0	0.04	0.19	-9.27	-0.01	0.01	-0.02	-71.99	-214.56	183.56	26.48
1	0	-0.09	0.10	-9.29	-0.01	0.00	-0.02	-71.99	-214.56	183.56	26.46
1	0	-0.09	0.09	-9.28	-0.02	0.00	-0.02	-71.99	-214.56	183.56	26.46
1	0	-0.02	0.10	-9.30	-0.01	0.00	-0.02	-71.99	-214.56	183.56	26.47
1	0	0.01	0.10	-9.28	-0.01	0.00	-0.02	-71.99	-214.56	183.56	26.47
1	0	-0.10	0.07	-9.27	-0.01	0.01	-0.01	-71.99	-214.56	183.56	26.48
1	0	-0.06	0.04	-9.28	-0.02	0.01	-0.01	-71.99	-214.56	183.56	26.46
1	0	-0.06	0.11	-9.26	-0.01	0.01	-0.01	-71.99	-214.56	183.56	26.46
1	0	-0.06	0.08	-9.20	-0.02	0.01	-0.01	-68.81	-216.33	182.54	26.46
1	1	0.09	0.15	-9.23	-0.01	0.01	-0.01	-67.21	-215.09	182.37	26.44
1	1	-0.08	0.05	-9.36	-0.01	0.01	-0.02	-67.39	-215.26	181.52	26.47
1	0	-0.01	0.09	-9.31	-0.02	0.00	-0.01	-67.39	-215.26	181.52	26.48
1	0	-0.05	-0.01	-9.35	-0.01	0.00	-0.02	-67.39	-215.26	181.52	26.47
1	0	-0.07	0.06	-9.33	-0.02	0.01	-0.02	-67.39	-215.26	181.52	26.45
1	0	-0.01	0.08	-9.25	-0.01	0.01	-0.02	-67.39	-215.26	181.52	26.47
1	0	-0.10	-0.00	-9.31	-0.01	0.01	-0.02	-67.39	-215.26	181.52	26.47
1	0	0.04	0.11	-9.25	-0.01	0.01	-0.01	-67.39	-215.26	181.52	26.48
1	0	0.03	0.13	-9.32	-0.02	0.01	-0.02	-67.39	-215.26	181.52	26.47
1	0	-0.05	0.06	-9.28	-0.01	0.01	-0.02	-67.39	-215.26	181.52	26.46
1	0	0.08	0.14	-9.20	-0.01	0.00	-0.01	-67.39	-215.26	181.52	26.45
1	0	-0.00	-0.00	-9.27	-0.02	0.00	-0.01	-67.39	-215.26	181.52	26.45
1	0	0.05	0.11	-9.32	-0.01	0.01	-0.02	-63.68	-216.50	181.69	26.43
1	1	-0.01	0.03	-9.28	-0.01	0.01	-0.02	-61.73	-217.74	183.90	26.45
1	1	-0.00	0.10	-9.30	-0.02	0.00	-0.02	-62.44	-217.39	182.88	26.45
1	0	0.03	0.04	-9.25	-0.01	0.00	-0.02	-62.44	-217.39	182.88	26.44
1	0	0.26	0.05	-9.17	-0.02	0.00	-0.02	-62.44	-217.39	182.88	26.43
1	0	-0.07	0.03	-9.23	-0.01	0.01	-0.02	-62.44	-217.39	182.88	26.42
1	0	0.01	0.07	-9.30	-0.01	0.01	-0.02	-62.79	-216.33	183.22	26.42
1	0	-0.06	0.07	-9.23	-0.01	0.00	-0.02	-62.79	-216.33	183.22	26.44
1	0	0.21	0.02	-9.20	-0.01	0.00	-0.01	-62.79	-216.33	183.22	26.44
1	0	0.07	0.10	-9.25	-0.02	0.01	-0.01	-62.79	-216.33	183.22	26.43
1	1	0.10	0.08	-9.28	-0.01	0.00	-0.01	-60.14	-216.50	181.69	26.42
1	1	0.06	0.07	-9.28	-0.02	0.00	-0.02	-58.72	-216.86	183.05	26.44
1	0	0.11	0.10	-9.21	-0.01	0.01	-0.01	-58.72	-216.86	183.05	26.42
1	0	0.02	0.06	-9.33	-0.01	0.01	-0.02	-58.72	-216.86	183.05	26.46
1	0	-0.04	0.04	-9.27	-0.01	0.01	-0.01	-58.72	-216.86	183.05	26.45
1	0	0.12	0.12	-9.25	-0.02	0.01	-0.01	-58.72	-216.86	183.05	26.42
1	0	-0.02	0.02	-9.31	-0.01	0.01	-0.02	-58.72	-216.86	183.05	26.44
1	0	-0.05	0.03	-9.29	-0.01	0.01	-0.02	-58.72	-216.86	183.05	26.41
1	0	0.02	0.05	-9.20	-0.02	0.01	-0.01	-58.72	-216.86	183.05	26.43
1	0	0.04	0.12	-9.27	-0.02	0.00	-0.02	-56.25	-222.52	167.37	26.43
1	1	0.05	0.10	-9.22	-0.01	0.01	-0.02	-55.72	-223.05	166.52	26.42
1	1	-0.06	0.01	-9.43	-0.02	0.00	-0.02	-54.48	-223.22	167.71	26.45
1	0	0.06	0.07	-9.28	-0.01	0.00	-0.01	-54.48	-223.22	167.71	26.46
1	0	-0.06	-0.04	-9.26	-0.01	0.01	-0.01	-54.48	-223.22	167.71	26.45
1	0	-0.08	-0.01	-9.22	-0.01	0.01	-0.02	-54.48	-223.22	167.71	26.46
